lp,src,mt,ref,score,raw_score,annotators
kk-en,Ұятың жоқ сенің.,It's a very good thing.,Shame on you.,-1.2042993584453,3.0,1
kk-en,Жалпы бұл керек дүние.,It is very important for us.,"In general, this is necessary.",-1.2042993584453,3.0,1
kk-en,Алматыдан батысқа қарай 108 шақырымда жер сілкінді.,108 kilometres from Almaty region were killed.,An earthquake was 108 km west of Almaty.,-1.25297758635335,1.0,1
kk-en,25 жастағы қазақстандықтың қарсыласы - 38 жастағы ресейлік боксшы Александр Салтыков.,"Kazakh boxer Alexander Saltanov, a 38-year-old opponent of the 25-year-old Kazakh boxer, Alexander Saltov, is the winner of the 25-year-old Kazakh boxer Alexander Saltov.",25-year-old Kazakhstani's rival is 38-year-old Russian boxer Alexandr Saltykov.,-1.2042993584453,3.0,1
kk-en,"Оның айтуынша, екінші көз жұмған әйелдің артында екі баласы мен жұмыссыз күйеуі қалған.","According to him, there are two children and the unemployed in the second half of the year.","As he said, the second woman entrusted two children to an unemployed husband.",-0.860648397136278,4.0,1
kk-en,"Мұнай мен уран өндіру көлемінің жыл сайынғы төмендеуіне қарамастан, бұл жоспар биыл да орындалады"", - деді аймақ басшысы.","Despite the year's annual decline in oil and uranium production, this plan will be completed this year, ""said the head of the region.","Despite the annual reduction of the oil and uranium production volume, the plan will be fulfilled this year as well"", - the head of the region said.",0.83592687178908,74.0,1
kk-en,"Мексикада ""Әйелдер арасындағы GGG""-дің айқасы өтеді.","In Mexico, Mexico's young people will be able to take part in the ""GGG.""","""GGG fight among women"" will be held in Mexico.",-0.909121976248431,2.0,1
kk-en,"Кәсіподақ мамандары еңбек медиациясы істерін белсенді түрде қарастыруда, өйткені медиация - әлеуметтік және еңбек дауларындағы консенсустың негізгі құралы, - деді ҚР Кәсіподақтар федерациясы төрағасының орынбасары Мұхтар Тінікеев.","Kazakhstan's business community is actively involved in the labor market, because media coverage is the main instrument of consensus in social and labor scandals, as well as the deputy chairman of the Federation of Trade Unions of Kazakhstan, Mukhtar Tinikhanov.","Trade union specialists are actively considering labor mediation issues because mediation is the main tool for a consensus of social and labor disputes, - Deputy Chairman of the Federation of Trade Unions of Kazakhstan Mukhtar Tinikeyev said.",-0.739464449355895,9.0,1
kk-en,Күршім колледжінде 12 студентті жалған оқытқан.,12 students have been trained in the Kurteshi college.,Kurshim college trained 12 false students.,-0.836411607580201,5.0,1
kk-en,Құрылыс жұмыстарында да осындай мөлшерде айлық алып отырған жұмысшылар кездеседі.,"At the same time, the number of employees will be employed in the construction sector.",In constructions works too there are workers receiving such an amount of salary.,-0.909121976248431,2.0,1
kk-en,"Өзбекстанда 29 жастағы жігіт 5-сынып оқушысын зорлап, өлтіріп кеткен.","In Uzbekistan, 29-year-old men were killed and killed.","In Uzbekistan, a 29-year-old guy raped and killed a 5th-grade pupil.",0.501067387848068,99.0,1
kk-en,16 шілдеде № 2 перинаталдық орталықта босанған әйел қайтыс болды.,"On July 16, the women's children were killed.",In July 16 a woman who gave birth in the Perinatal center No. 2 has died.,0.501067387848068,99.0,1
kk-en,"Челябі нарығында жергілікті тауар өндірушілердің өнімі қымбат, бірақ біздің өнімнің сапасы олардыкінен еш кем емес.","In the Chelyabinsk market, the production of products is expensive, but the quality of our products is not cheaper.","Local products are expensive in the Chelyabinsk market, but the quality of our products is not worse than theirs.",0.405807428181135,97.0,1
kk-en,Сол кезде амалсыз іштерінен тынған қазақ халқы да ұмыта қойған жоқ!,I think it's a great honor for us.,The Kazakh nation also did not forget who involuntarily quietened down at that time!,-3.02355111982846,25.0,1
kk-en,"Астанада жатақхана өртеніп, 28 жастағы ер адам көз жұмды.","In Astana, 28-year-old girl was born in Astana.","In Astana, the dormitory burnt, 28-year-old man deceased.",0.501067387848068,99.0,1
